Key,Context,Source,en-us
Studio.BetaFeatures.LuauNonStrictByDefaultDescription,,"Script analysis uses non-strict mode for all scripts by default. Use --!strict, --!nonstrict or --!nocheck to override mode on a per script basis.","Script analysis uses non-strict mode for all scripts by default. Use --!strict, --!nonstrict or --!nocheck to override mode on a per script basis."
Studio.BetaFeatures.LuauNonStrictByDefaultTitle,,Scripts Are Non-Strict By Default,Scripts Are Non-Strict By Default
Studio.BetaFeatures.MaterialGeneratorDescription,,"Enables the AI Material Generator, which allows you to generate any PBR material you can imagine using text input.","Enables the AI Material Generator, which allows you to generate any PBR material you can imagine using text input."
Studio.BetaFeatures.MaterialGeneratorTermsAndConditions,Terms and conditions for being able to use the AI Material Generator,"Material Generator is a tool provided by Roblox as an option to access material creation features in Studio. BY PROCEEDING OR USING MATERIAL GENERATOR, YOU ACCEPT AND AGREE TO THE BELOW.

You remain responsible for ensuring that all language, data and other information that you upload to Roblox, and all images and other materials suggested by Material Generator, complies with the Roblox Terms of Use (the “Terms”) including the Roblox Community Standards. Material Generator is part of the “Services” as defined in the Terms. Accordingly, your use of Material Generator is subject to the Terms, including the Creator Terms and the Roblox Community Standards, and, among other things, you must (i) use Material Generator in a lawful manner and in compliance with all applicable laws, (ii) not reverse engineer, disassemble, decompile, or otherwise attempt to derive or gain access to Material Generator; and (iii) use Material Generator in a manner that does not infringe or attempt to infringe, misappropriate or otherwise violate any rights of Roblox or any other person or entity.

Due to its nature, Material Generator may generate irrelevant, inaccurate, offensive, or other material that is not useful for your purposes and that may be the same, similar, or different among users. Material Generator is not intended to provide factual information or advice. YOUR USE OF MATERIAL GENERATOR IS AT YOUR OWN RISK, AND MATERIAL GENERATOR IS PROVIDED “AS IS” AND WITHOUT CONDITION, WARRANTY, GUARANTEE OR REPRESENTATION OF ANY KIND, EXPRESS OR IMPLIED (INCLUDING WITHOUT LIMITATION, ANY WARRANTY OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, TITLE, NON-INFRINGEMENT, AVAILABILITY, OR ERROR-FREE OR UNINTERRUPTED USE). ROBLOX MAKES NO WARRANTY ABOUT CONTENT OR MATERIALS ACCESSIBLE THROUGH OR FROM MATERIAL GENERATOR, AND EXPRESSLY DISCLAIMS THAT ANY CONTENT, IMAGES OR INFORMATION RESULTING FROM OR RELATED TO YOUR USE OF MATERIAL GENERATOR IS ACCURATE OR RELIABLE OR CAN OR SHOULD BE RELIED UPON BY YOU FOR ANY PURPOSE.","Material Generator is a tool provided by Roblox as an option to access material creation features in Studio. BY PROCEEDING OR USING MATERIAL GENERATOR, YOU ACCEPT AND AGREE TO THE BELOW.

You remain responsible for ensuring that all language, data and other information that you upload to Roblox, and all images and other materials suggested by Material Generator, complies with the Roblox Terms of Use (the “Terms”) including the Roblox Community Standards. Material Generator is part of the “Services” as defined in the Terms. Accordingly, your use of Material Generator is subject to the Terms, including the Creator Terms and the Roblox Community Standards, and, among other things, you must (i) use Material Generator in a lawful manner and in compliance with all applicable laws, (ii) not reverse engineer, disassemble, decompile, or otherwise attempt to derive or gain access to Material Generator; and (iii) use Material Generator in a manner that does not infringe or attempt to infringe, misappropriate or otherwise violate any rights of Roblox or any other person or entity.

Due to its nature, Material Generator may generate irrelevant, inaccurate, offensive, or other material that is not useful for your purposes and that may be the same, similar, or different among users. Material Generator is not intended to provide factual information or advice. YOUR USE OF MATERIAL GENERATOR IS AT YOUR OWN RISK, AND MATERIAL GENERATOR IS PROVIDED “AS IS” AND WITHOUT CONDITION, WARRANTY, GUARANTEE OR REPRESENTATION OF ANY KIND, EXPRESS OR IMPLIED (INCLUDING WITHOUT LIMITATION, ANY WARRANTY OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, TITLE, NON-INFRINGEMENT, AVAILABILITY, OR ERROR-FREE OR UNINTERRUPTED USE). ROBLOX MAKES NO WARRANTY ABOUT CONTENT OR MATERIALS ACCESSIBLE THROUGH OR FROM MATERIAL GENERATOR, AND EXPRESSLY DISCLAIMS THAT ANY CONTENT, IMAGES OR INFORMATION RESULTING FROM OR RELATED TO YOUR USE OF MATERIAL GENERATOR IS ACCURATE OR RELIABLE OR CAN OR SHOULD BE RELIED UPON BY YOU FOR ANY PURPOSE."
Studio.BetaFeatures.MaterialGeneratorTitle,,Material Generator,Material Generator
Studio.BetaFeatures.MaterialPickerDescription,,Adds a new Material button to the Home and Edit tabs to quickly change materials.,Adds a new Material button to the Home and Edit tabs to quickly change materials.
Studio.BetaFeatures.MaterialPickerTitle,,Material Picker,Material Picker
Studio.BetaFeatures.MinPartSizeDescription,,"Reduces the minimum limit on part sizes from 0.05 to 0.001. Parts can be visually smaller, but will still limit to 0.05 for collision geometry for now.","Reduces the minimum limit on part sizes from 0.05 to 0.001. Parts can be visually smaller, but will still limit to 0.05 for collision geometry for now."
Studio.BetaFeatures.MinPartSizeTitle,,Lower minimum part size,Lower minimum part size
Studio.BetaFeatures.MultilayerWrapFixDescription,,Outer layers of multilayer outfits will fit better with less distortion. Single layer outfits will be unaffected. Also faster.,Outer layers of multilayer outfits will fit better with less distortion. Single layer outfits will be unaffected. Also faster.
Studio.BetaFeatures.MultilayerWrapFixTitle,,Multilayer Wrap Fix,Multilayer Wrap Fix
Studio.BetaFeatures.NewBaseMaterialsDescription,,Adds 8 new base materials.,Adds 8 new base materials.
Studio.BetaFeatures.NewBaseMaterialsTitle,,New Base Materials,New Base Materials
Studio.BetaFeatures.NewCameraControlsDescription,,Enables improved camera controls for Studio.,Enables improved camera controls for Studio.
Studio.BetaFeatures.NewCameraControlsTitle,,New Studio Camera Controls,New Studio Camera Controls
Studio.BetaFeatures.NewDockingDescription,,"New docking logic that allows undocking of the 3D Viewport and addresses docking corruption glitches and issues. Please note when enabled, this will start with a new layout. Your old layout will be restored if you disable this feature.","New docking logic that allows undocking of the 3D Viewport and addresses docking corruption glitches and issues. Please note when enabled, this will start with a new layout. Your old layout will be restored if you disable this feature."
Studio.BetaFeatures.NewDockingTitle,,Updated Docking System,Updated Docking System
Studio.BetaFeatures.NewExperiencesEnableTeamCreate,,New experiences enable Team Create,New experiences enable Team Create
Studio.BetaFeatures.NewExperiencesEnableTeamCreateDescNew,,New experiences created in Studio are immediately saved to Roblox and have Team Create enabled by default.,New experiences created in Studio are immediately saved to Roblox and have Team Create enabled by default.
Studio.BetaFeatures.NewExplorerFilteringDescription,,"Search by properties, tags, parents, and more.","Search by properties, tags, parents, and more."
Studio.BetaFeatures.NewExplorerFilteringTitle,,Advanced Explorer Filtering,Advanced Explorer Filtering
Studio.BetaFeatures.NewFeaturesForChannelUserWarning1,,"New beta features have been automatically enabled above as you are enrolled in Beta Channel. You must restart Studio for them to be activated. <a href=""%1"">Restart Now</a>","New beta features have been automatically enabled above as you are enrolled in Beta Channel. You must restart Studio for them to be activated. <a href=""%1"">Restart Now</a>"
Studio.BetaFeatures.NewFindAllReplaceAllDescription,Description for the new Find All/Replace All tool,Faster and modernized Find All/Replace All tool,Faster and modernized Find All/Replace All tool
Studio.BetaFeatures.NewFindAllReplaceAllTitle,Title for the new Find All/Replace All tool,Improved Find All/Replace All,Improved Find All/Replace All
Studio.BetaFeatures.NewScriptFoldStateDescription,,Enables new improved behavior for code folding in the Script Editor.,Enables new improved behavior for code folding in the Script Editor.
Studio.BetaFeatures.NewScriptFoldStateTitle,,Script Editor Folds Behavior Beta,Script Editor Folds Behavior Beta
Studio.BetaFeatures.NextGenExplorerDescription,"Description for the checkbox to enable the ""Next Gen Explorer"" beta feature which updates the Explorer","Enable the Next Gen Explorer Panel - featuring better performance and stability, better context menus, and easier mechanics for selection and editing.","Enable the Next Gen Explorer Panel - featuring better performance and stability, better context menus, and easier mechanics for selection and editing."
Studio.BetaFeatures.NextGenExplorerTitle,"The title for the ""Next Gen Explorer"" beta feature",Next Gen Explorer,Next Gen Explorer
Studio.BetaFeatures.NextGenStudioDescription,"Description for the checkbox to enable the ""Next Gen Studio"" feature which updates many pieces of the core studio UI","Enable the preview of Next Gen Studio core - introducing system menus, new categorization and look & feel of the top toolbar, upcoming customization features.","Enable the preview of Next Gen Studio core - introducing system menus, new categorization and look & feel of the top toolbar, upcoming customization features."
Studio.BetaFeatures.NextGenStudioTitle,"The title for the preview version of the ""Next Gen Studio"" feature",Next Gen Studio Preview,Next Gen Studio Preview
Studio.BetaFeatures.NotchedScreenSupportDescription,,"Add new emulation devices with non-rectangular aka ""notched"" screens.","Add new emulation devices with non-rectangular aka ""notched"" screens."
Studio.BetaFeatures.NotchedScreenSupportTitle,,Notched Screen Support,Notched Screen Support
Studio.BetaFeatures.OcclusionCullingDescription,,Enables software occlusion culling in Studio. Use wireframe to see what it culls.,Enables software occlusion culling in Studio. Use wireframe to see what it culls.
Studio.BetaFeatures.OcclusionCullingTitle,,Occlusion Culling,Occlusion Culling
Studio.BetaFeatures.OneClickCollaborateDescription,,"A new ""Collaborate"" button that enables you to immediately add, view, or manage collaborators and their permissions for your game. If collaborators are added, Team Create is turned on so that you can work together with your friends.","A new ""Collaborate"" button that enables you to immediately add, view, or manage collaborators and their permissions for your game. If collaborators are added, Team Create is turned on so that you can work together with your friends."
Studio.BetaFeatures.OneClickCollaborateTitle,,One-click Collaborate Button,One-click Collaborate Button
Studio.BetaFeatures.PackagePermissionsDescription,,"Add any group, user, or role as a user or editor for your packages through the Package Management action in Game Explorer","Add any group, user, or role as a user or editor for your packages through the Package Management action in Game Explorer"
Studio.BetaFeatures.PackagePermissionsTitle,,Packages Permissions,Packages Permissions
Studio.BetaFeatures.ParticlFlipbooksDescription,,"Enables the new particle flipbook feature, allowing the use of animated textures on particles (needing a 1024x1024 grid-layout texture of individiual frames).","Enables the new particle flipbook feature, allowing the use of animated textures on particles (needing a 1024x1024 grid-layout texture of individiual frames)."
Studio.BetaFeatures.ParticleFlipbooksTitle,,Particle Flipbooks,Particle Flipbooks
Studio.BetaFeatures.PathfindingLinksDescription,,Pathfinding link can be used to connect areas in the place which otherwise are unconnected.,Pathfinding link can be used to connect areas in the place which otherwise are unconnected.
Studio.BetaFeatures.PathfindingLinksTitle,,Pathfinding Links,Pathfinding Links
Studio.BetaFeatures.PathfindingModifiersDescription,,"Attached to Parts (if non-collidable, such Parts are used as volumes), their property Label can be used in the Cost table argument of CreatePath to make traversal cost non-unity.","Attached to Parts (if non-collidable, such Parts are used as volumes), their property Label can be used in the Cost table argument of CreatePath to make traversal cost non-unity."
Studio.BetaFeatures.PathfindingModifiersTitle,,Pathfinding Modifiers,Pathfinding Modifiers
Studio.BetaFeatures.PhysicsNewConvexDecompositionDescription,,"Enable the new CollisionFidelity, which uses a method called HACD to generate collision geometry with precise surfaces.","Enable the new CollisionFidelity, which uses a method called HACD to generate collision geometry with precise surfaces."
Studio.BetaFeatures.PhysicsNewConvexDecompositionTitle,,Enable CollisionFidelity.PreciseConvexDecomposition.,Enable CollisionFidelity.PreciseConvexDecomposition.
Studio.BetaFeatures.PhysicsSleepImprovementsDescription,,Set of changes that should make simulated parts awake and fall asleep more reliably.,Set of changes that should make simulated parts awake and fall asleep more reliably.
Studio.BetaFeatures.PhysicsSleepImprovementsTitle,,Physics Sleep Behavior Improvements.,Physics Sleep Behavior Improvements.
Studio.BetaFeatures.PlaceAnnotationsDescription,,"Enable place comments for Team Create places, allowing you to leave annotations and comments for your collaborators.","Enable place comments for Team Create places, allowing you to leave annotations and comments for your collaborators."
Studio.BetaFeatures.PlaceAnnotationsTitle,,Place Comments,Place Comments
Studio.BetaFeatures.PreferredTextSizeSettingDescription,,Enables a text size setting in the in-game menu and app-shell device preferences page that scales text according to a user's selection.,Enables a text size setting in the in-game menu and app-shell device preferences page that scales text according to a user's selection.
Studio.BetaFeatures.PreferredTextSizeSettingTitle,,Preferred Text Size Setting,Preferred Text Size Setting
Studio.BetaFeatures.ProximityPromptDescription,,ProximityPrompt is a new instance type used to prompt the user for input so they can interact with an object in the 3D world.,ProximityPrompt is a new instance type used to prompt the user for input so they can interact with an object in the 3D world.
Studio.BetaFeatures.ProximityPromptTitle,,Proximity Prompt Beta,Proximity Prompt Beta
Studio.BetaFeatures.R15MigratorDescription,,"Enable tools to convert an R6 experience to R15. These include tools to convert characters, animations, and scripts from R6 to R15.","Enable tools to convert an R6 experience to R15. These include tools to convert characters, animations, and scripts from R6 to R15."
Studio.BetaFeatures.R15MigratorTitle,,R6-to-R15 Conversion,R6-to-R15 Conversion
Studio.BetaFeatures.ReimportDescription,description of reimport beta feature,Adds the ability to quickly and non-destructively reimport Models and SurfaceAppearances from external files through the right-click menu in the Explorer,Adds the ability to quickly and non-destructively reimport Models and SurfaceAppearances from external files through the right-click menu in the Explorer
Studio.BetaFeatures.ReimportTitle,"Title of the ""Reimport"" beta feature which lets users quickly update models previously imported through the 3D importer",Reimport,Reimport
Studio.BetaFeatures.RestartStudioTitle,,Restart Studio,Restart Studio
Studio.BetaFeatures.RestartWarning,,Beta features will not be activated until you restart Studio,Beta features will not be activated until you restart Studio
Studio.BetaFeatures.RobloxClassicDescription,,Enable tools to create a Roblox Classic experience (R15 experience that plays like an R6).,Enable tools to create a Roblox Classic experience (R15 experience that plays like an R6).
Studio.BetaFeatures.RobloxClassicTitle,,Roblox Classic,Roblox Classic
Studio.BetaFeatures.SaveToCloudV2Description,,Create new games in the cloud automatically.,Create new games in the cloud automatically.
Studio.BetaFeatures.SaveToCloudV2Title,,New Games in the Cloud,New Games in the Cloud
Studio.BetaFeatures.ScriptEditorApiDescription,,"Allow plugins to access the ScriptEditorService and ScriptDocument objects, permitting them to interact with an active editor.","Allow plugins to access the ScriptEditorService and ScriptDocument objects, permitting them to interact with an active editor."
Studio.BetaFeatures.ScriptEditorApiTitle,,Script Editor API,Script Editor API
Studio.BetaFeatures.ScriptEditorDescription,,Customizable Semantic Highlighting and Temporary tabs that open Scripts in preview mode by default.,Customizable Semantic Highlighting and Temporary tabs that open Scripts in preview mode by default.
Studio.BetaFeatures.ScriptEditorHoverDescription,,"(! Works better with ""Scripts Are Non-Strict By Default"" Beta Feature ON !) Displays Luau type information when hovering over code in the script editor.","(! Works better with ""Scripts Are Non-Strict By Default"" Beta Feature ON !) Displays Luau type information when hovering over code in the script editor."
Studio.BetaFeatures.ScriptEditorHoverTitle,,Luau-Powered Type Hover,Luau-Powered Type Hover
Studio.BetaFeatures.ScriptEditorLintDescription,,Script Analysis Widget and linting logic get an upgrade! No major changes but many bug fixes and more intuitive behavior.,Script Analysis Widget and linting logic get an upgrade! No major changes but many bug fixes and more intuitive behavior.
Studio.BetaFeatures.ScriptEditorLintTitle,,Script Editor Linting,Script Editor Linting
Studio.BetaFeatures.ScriptEditorTitle,,Script Editor Beta Features,Script Editor Beta Features
Studio.BetaFeatures.ScriptSyncDescription,,"Very early preview for syncing Scripts with files on disk. Not ready for full workflows, please read the DevForum post linked before enabling.","Very early preview for syncing Scripts with files on disk. Not ready for full workflows, please read the DevForum post linked before enabling."
Studio.BetaFeatures.ScriptSyncTitle,,Script Sync [Early Preview],Script Sync [Early Preview]
Studio.BetaFeatures.ScrollEventOverhaulDescription,Description of beta feature.,Allow inputObject.Position.Z for MouseWheel events to take any floating point value improving trackpad input.,Allow inputObject.Position.Z for MouseWheel events to take any floating point value improving trackpad input.
Studio.BetaFeatures.ScrollEventOverhaulTitle,Title of beta feature which improves trackpad scrolling.,Scroll Event Overhaul,Scroll Event Overhaul
Studio.BetaFeatures.SelectFeaturesToActivate,,Select beta features to activate,Select beta features to activate
Studio.BetaFeatures.SelectionImprovementsDescription,,"Enables a new selection outline style, the ability to select objects that are behind other objects, a new option for showing bounding boxes, and a context menu item for selecting parents of objects.","Enables a new selection outline style, the ability to select objects that are behind other objects, a new option for showing bounding boxes, and a context menu item for selecting parents of objects."
Studio.BetaFeatures.SelectionImprovementsTitle,,Selection Improvements,Selection Improvements
Studio.BetaFeatures.ServerAuthorityDescription,Description for server authority,"Make the server, not your players' devices, have the final say on game logic and state. Also enables Behaviors, a new way to script.","Make the server, not your players' devices, have the final say on game logic and state. Also enables Behaviors, a new way to script."
Studio.BetaFeatures.ServerAuthorityTitle,Server Authority Title,Server Authority,Server Authority
Studio.BetaFeatures.ShowTagsInPropertiesDescription,,Tags for selected instances can now be added and removed from the properties panel.,Tags for selected instances can now be added and removed from the properties panel.
Studio.BetaFeatures.ShowTagsInPropertiesTitle,,Tags in Properties,Tags in Properties
Studio.BetaFeatures.SimulationPauseAndStepDescription,,"Enables visual pausing, stepping, and simulation debugging at studio run time.","Enables visual pausing, stepping, and simulation debugging at studio run time."
Studio.BetaFeatures.SimulationPauseAndStepTitle,,Simulation Pause and Step,Simulation Pause and Step
Studio.BetaFeatures.SkyboxOrientationDescription,Enables setting the orientation of a skybox in the properties panel.,Enables setting the orientation of a skybox in the properties panel.,Enables setting the orientation of a skybox in the properties panel.
Studio.BetaFeatures.SkyboxOrientationTitle,"Refers to a new feature that adds an ""Orientation"" property to the ""Sky"" that will rotate the six textures known as the ""Skybox"".",Skybox Orientation,Skybox Orientation
Studio.BetaFeatures.SmoothVoxelsDescription,1:1 Copy from Studio.App.BetaFeature.SmoothVoxelsDescription,Enable the terrain upgrade changing the way voxels are rendered to make them much smoother in cases where there were terracing issues and LOD artefacts before. (NOTE: Requires Upgrade Shorelines!),Enable the terrain upgrade changing the way voxels are rendered to make them much smoother in cases where there were terracing issues and LOD artefacts before. (NOTE: Requires Upgrade Shorelines!)
Studio.BetaFeatures.SmoothVoxelsTitle,1:1 copy from Studio.App.BetaFeature.SmoothVoxelsTitle,Smooth Voxels,Smooth Voxels
Studio.BetaFeatures.SomethingChangedPrompt,,Would you like to restart Studio now?,Would you like to restart Studio now?
Studio.BetaFeatures.StudioIncrementalAutocompleteDescription,,Studio will perform incremental typechecks on cached scripts to speed up the responsiveness of autocomplete requests,Studio will perform incremental typechecks on cached scripts to speed up the responsiveness of autocomplete requests
Studio.BetaFeatures.StudioIncrementalAutocompleteTitle,,Incremental typechecking and autocompletion in studio,Incremental typechecking and autocompletion in studio
Studio.BetaFeatures.StudioNotifications,,Notification Overhaul,Notification Overhaul
Studio.BetaFeatures.StudioNotificationsDescription,,Improves UI and expands functionality of Studio Notifications,Improves UI and expands functionality of Studio Notifications
Studio.BetaFeatures.SurfaceAppearanceTintingDescription,,SurfaceAppearance Tinting allows you to multiply a Color property with your SurfaceAppearance’s ColorMap to create color variations.,SurfaceAppearance Tinting allows you to multiply a Color property with your SurfaceAppearance’s ColorMap to create color variations.
Studio.BetaFeatures.SurfaceAppearanceTintingTitle,,SurfaceAppearance Tinting,SurfaceAppearance Tinting
Studio.BetaFeatures.SurfaceJoinChangesDescription,,"Remove the 'Surface' Join Mode, all surfaces create ManualWelds.","Remove the 'Surface' Join Mode, all surfaces create ManualWelds."
Studio.BetaFeatures.SurfaceJoinChangesTitle,,Surface Join Behavior Change,Surface Join Behavior Change
Studio.BetaFeatures.TerrainBuildToolDescription,,Enables the build tool in the Terrain Editor which allows for more intentional creation of large scale Terrain features.,Enables the build tool in the Terrain Editor which allows for more intentional creation of large scale Terrain features.
Studio.BetaFeatures.TerrainBuildToolTitle,,Terrain Build Tool,Terrain Build Tool
Studio.BetaFeatures.TerrainEditorDescription,,Updates the Terrain Editor with a new and improved UI.,Updates the Terrain Editor with a new and improved UI.
Studio.BetaFeatures.TerrainEditorTitle,,Terrain Editor,Terrain Editor
Studio.BetaFeatures.TerrainHeightmapImporterDescription,,Instantly generate heightmaps from high-res (up to 4k) and high-bit-depth (16-bit) PNGs,Instantly generate heightmaps from high-res (up to 4k) and high-bit-depth (16-bit) PNGs
Studio.BetaFeatures.TerrainHeightmapImporterTitle,,Heightmaps 2,Heightmaps 2
Studio.BetaFeatures.TextureGeneratorDescription,,Enables AI-powered texture generation for mesh parts in Studio.,Enables AI-powered texture generation for mesh parts in Studio.
Studio.BetaFeatures.TextureGeneratorTermsAndConditions,Terms and conditions for being able to use the AI Texture Generator,"Please view the Terms and Conditions at the link below:

https://en.help.roblox.com/hc/articles/20121392440212","Please view the Terms and Conditions at the link below:

https://en.help.roblox.com/hc/articles/20121392440212"
Studio.BetaFeatures.TextureGeneratorTitle,,Texture Generator,Texture Generator
Studio.BetaFeatures.TryCoolFeaturesWithWarning,,Try out cool new features before they are released to everyone! Please be aware that Beta features could be unstable. Your feedback is invaluable to us as we move towards building the imagination platform.,Try out cool new features before they are released to everyone! Please be aware that Beta features could be unstable. Your feedback is invaluable to us as we move towards building the imagination platform.
Studio.BetaFeatures.UGCBodiesAndHeadsDescription,,"Import UGC bodies and heads, preview them with the Avatar Previewer, and upload them to the Marketplace.","Import UGC bodies and heads, preview them with the Avatar Previewer, and upload them to the Marketplace."
Studio.BetaFeatures.UGCBodiesAndHeadsTitle,,UGC Bodies & Heads,UGC Bodies & Heads
Studio.BetaFeatures.UIDragDetectorDescription,,New Instance type UIDragDetector that enables click-drag-release interactions for UI Elements. Enabling this beta feature allows adding and using UIDragDetectors only within Roblox Studio.,New Instance type UIDragDetector that enables click-drag-release interactions for UI Elements. Enabling this beta feature allows adding and using UIDragDetectors only within Roblox Studio.
Studio.BetaFeatures.UIDragDetectorTitle,,UIDragDetectors,UIDragDetectors
Studio.BetaFeatures.UIListLayoutFlexDescription,,Add flexible layout options to UIListLayout.,Add flexible layout options to UIListLayout.
Studio.BetaFeatures.UIListLayoutFlexTitle,,UIListLayout Flex Features,UIListLayout Flex Features
Studio.BetaFeatures.UIStrokeDescription,,"Enables the UIStroke instance, which adds highly customizable borders around the edges of text and UI objects.","Enables the UIStroke instance, which adds highly customizable borders around the edges of text and UI objects."
Studio.BetaFeatures.UIStrokeTitle,,UIStroke Component,UIStroke Component
Studio.BetaFeatures.UnifiedLightingDescription,,"Enables Unified lighting model which replaces Voxel, Shadowmap and Future by adjusting technology at runtime.","Enables Unified lighting model which replaces Voxel, Shadowmap and Future by adjusting technology at runtime."
Studio.BetaFeatures.UnifiedLightingTitle,,Unified Lighting,Unified Lighting
Studio.BetaFeatures.UnifiedMeshMassDescription,,Enable calculating masses for Mesh Parts and CSG Operations based on their Mesh instead of their Collision Fidelity. Old Mesh Parts and CSG Operations will not be affected until you change their Collision Fidelity.,Enable calculating masses for Mesh Parts and CSG Operations based on their Mesh instead of their Collision Fidelity. Old Mesh Parts and CSG Operations will not be affected until you change their Collision Fidelity.
Studio.BetaFeatures.UnifiedMeshMassTitle,,Improved Mass Properties,Improved Mass Properties
Studio.BetaFeatures.VREmulatorDescription,,"Enable this feature to simulate a VR runtime environment, including headset and inputs, without needing a physical VR setup.","Enable this feature to simulate a VR runtime environment, including headset and inputs, without needing a physical VR setup."
Studio.BetaFeatures.VREmulatorTitle,,VR Emulator,VR Emulator
Studio.BetaFeatures.VideoApiDescription,,Enables the VideoPlayer instance for playing videos on multiple surfaces and compatibility with the new Audio API.,Enables the VideoPlayer instance for playing videos on multiple surfaces and compatibility with the new Audio API.
Studio.BetaFeatures.VideoApiTitle,,New Video API,New Video API
Studio.BetaFeatures.ViewportDisplaySizeAPIDescription,Description of the ViewportDisplaySize API beta feature,"Adds the ability to retrieve the physical screen size of the viewport in S, M, L buckets.","Adds the ability to retrieve the physical screen size of the viewport in S, M, L buckets."
Studio.BetaFeatures.ViewportDisplaySizeAPITitle,Title for the ViewportDisplaySize API beta feature,New Display Size API,New Display Size API
Studio.BetaFeatures.WhatsNewWindowDescription,,Open up a scrolling window that shows all of the recent updates to Roblox Studio,Open up a scrolling window that shows all of the recent updates to Roblox Studio
Studio.BetaFeatures.WhatsNewWindowTitle,,New Updates Window,New Updates Window
